Elapsed.time   CPU     Real.mem   Virtual.mem
     882.656      100.900    11047.066    17152.238
     883.657      153.800     4907.301    10998.098
     884.658       99.900     4907.301    10998.098
     885.659      169.800     4913.051    10998.098
     886.660       99.900     4913.051    10998.098
     887.661       99.900     4913.051    10998.098
     888.662       99.900     4913.051    10998.098
     889.663       99.900     4913.051    10998.098
     890.664       99.900     4913.051    10998.098
     891.665       99.900     4913.051    10998.098
     892.666      194.800     4918.051    10998.098
     893.667      111.900     4991.203    10998.098
     894.668      182.900     5053.387    10998.098
     895.669      130.900     5063.664    10998.098
     896.671      288.400     5075.945    10998.098
     897.672      621.400     5076.445    10998.098
     898.677      680.600     5092.684    10998.098
     899.678      740.400     5092.684    10998.098
     900.679      735.200     5092.684    10998.098
     901.680      740.200     5092.684    10998.098
     902.681      742.300     5092.684    10998.098
     903.682      706.400     5096.309    10998.098
     904.683      714.700     5096.309    10998.098
     905.684      717.400     5096.309    10998.098
     906.685      718.300     5096.309    10998.098
     907.685      578.600     5096.434    10998.098
     908.686      500.400     5114.859    10998.098
     909.690      677.200     5115.734    10998.098
     910.691      673.300     5115.734    10998.098
     911.692      694.500     5115.734    10998.098
     912.700      681.500     5115.734    10998.098
     913.706      663.000     5115.734    10998.098
     914.711      671.200     5115.734    10998.098
     915.711      710.400     5115.734    10998.098
     916.712      717.300     5120.891    10998.098
     917.713      769.300     5120.891    10998.098
     918.714      716.800     5120.891    10998.098
     919.714      751.600     5120.891    10998.098
     920.716      689.000     5171.344    10998.098
     921.716      751.500     5171.344    10998.098
     922.717      773.100     5171.344    10998.098
     923.724      716.100     5171.344    10998.098
     924.725      740.300     5171.344    10998.098
     925.727      688.300     5171.344    10998.098
     926.732      761.700     5171.344    10998.098
     927.732      783.500     5171.344    10998.098
     928.736      690.300     6046.887    11873.426
     929.737      465.400     5922.340    11748.379
     930.738       99.900     5922.340    11748.379
     931.739      100.900     5922.340    11748.379
     932.740       98.900     5922.340    11748.379
     933.741       99.900     5922.340    11748.379
     934.742      100.900     5922.340    11748.379
     935.743       99.900     5922.340    11748.379
     936.744      127.900     5172.355    10998.098
     937.745      100.900     5173.730    10998.098
     938.746       99.900     5174.730    10998.098
     939.747       99.900     5183.605    10998.098
     940.748      121.800     5187.035    10998.098
     941.750      290.500     5187.043    10998.098
     942.752      110.900     5124.008    10934.941
     943.757      328.100     5124.008    10934.941
     944.758      471.600     5124.008    10934.941
     945.759      270.800     5159.613    10934.941
     946.760      187.800     5159.613    10934.941
     947.761      433.500     5159.613    10934.941
     948.764      618.100     5160.113    10934.941
     949.765      704.200     5160.113    10934.941
     950.767      589.300     5163.273    10934.941
     951.767      584.700     5163.273    10934.941
     952.768      280.700     5163.273    10934.941
     953.771      568.500     5163.273    10934.941
     954.772      718.800     5163.273    10934.941
     955.777      712.800     5163.273    10934.941
     956.781      710.500     5163.273    10934.941
     957.782      548.500     5163.273    10934.941
     958.782      127.900     5189.543    10934.941
     959.784      122.900     4145.680    10998.973
     960.789      653.800     4738.508    12727.047
     961.790       62.900     4789.246    10966.957
     962.792       98.900     4837.984    10934.941
     963.793      435.500     5040.809    11142.980
     964.794      385.700     4962.473    10934.941
     965.795      103.900     5474.473    11532.133
     966.796       99.900     5157.707    10999.051
     967.797      273.700     5128.875    10935.066
     968.798      114.900     5145.820    10935.066
     969.798      164.800     5147.820    10935.066
     970.800      108.800     5526.754    11313.992
     971.801       99.900     5526.754    11313.992
     972.802       99.900     5526.754    11313.992
     973.803       99.900     5526.754    11313.992
     974.804       99.900     5526.754    11313.992
     975.805       99.900     5526.754    11313.992
     976.806      191.800     5151.211    10935.066
     977.807      100.900     5151.211    10935.066
     978.810      129.600     5159.223    10935.066
     979.811      129.900     5506.219    11282.062
     980.812      100.900     5160.207    10935.066
     981.813      128.900     3937.156    10934.941
     982.814      139.800     4159.402    10934.941
     983.815      106.900     4423.441    10934.941
     984.816      100.900     4423.441    10934.941
     985.817       99.900     4423.441    10934.941
     986.818       99.900     4423.441    10934.941
     987.819       99.900     4423.441    10934.941
     988.820      166.800     4576.609    10934.941
     989.821      124.800     4576.734    10934.941
     990.823      265.600     4582.836    10934.941
     991.824      248.800     4582.836    10934.941
     992.825      360.600     4582.961    10934.941
     993.826      382.600     4583.711    10934.941
     994.827      237.800     4583.711    10934.941
     995.828      192.700     4584.586    10934.941
     996.829      425.700     4584.586    10934.941
     997.830      476.500     4586.836    10934.941
     998.831      439.600     4586.836    10934.941
     999.836      666.500     4589.836    10934.941
    1000.837      662.300     4589.836    10934.941
    1001.838      663.400     4589.836    10934.941
    1002.839      656.200     4589.836    10934.941
    1003.840      655.500     4589.836    10934.941
    1004.845      656.400     4589.836    10934.941
    1005.846      659.600     4589.836    10934.941
    1006.849      669.100     4589.836    10934.941
    1007.852      656.000     4589.836    10934.941
    1008.853      367.600     5308.195    11628.934
    1009.854      558.400     5819.727    11881.551
    1010.855      187.800     5643.113    11802.441
    1011.856      161.800     5844.719    11975.941
    1012.857      165.800     5591.113    11802.441
    1013.859      153.700     5567.238    11628.941
    1014.860      134.900     5220.113    11281.941
    1015.862      126.900     4093.328    11172.473
    1016.864      260.300     4345.641    11388.480
    1017.870      723.000     4442.387    13332.555
    1018.871      716.500     4344.566    11280.477
    1019.872      431.500     4270.844    11140.457
    1020.873       71.900     4831.414    11108.441
    1021.874      215.800     5135.223    11108.441
    1022.875      104.900     5135.223    11108.441
    1023.875      105.900     4963.359    10934.941
    1024.877      153.800     5505.938    11455.438
    1025.878       99.900     5507.062    11455.438
    1026.878      249.800     4992.086    10934.941
    1027.879      232.800     4993.961    10934.941
    1028.880      259.700     4993.961    10934.941
    1029.886      349.200     4996.211    10934.941
    1030.886      275.800     4996.211    10934.941
    1031.887      252.700     4996.211    10934.941
    1032.888      352.700     4996.211    10934.941
    1033.889      455.600     4998.461    10934.941
    1034.890      465.500     4998.461    10934.941
    1035.892      426.500     4998.461    10934.941
    1036.895      631.500     5008.246    10934.941
    1037.897      660.300     5008.246    10934.941
    1038.908      656.500     5008.246    10934.941
    1039.909      644.600     5008.246    10934.941
    1040.920      644.900     5008.246    10934.941
    1041.921      651.400     5008.246    10934.941
    1042.922      642.300     5008.246    10934.941
    1043.923      663.400     5008.246    10934.941
    1044.928      649.800     5008.246    10934.941
    1045.931      335.900     5805.918    11975.930
    1046.932      494.600     5582.086    11455.438
    1047.939      618.600     6027.418    12149.430
    1048.943      799.100     6097.418    12149.430
    1049.943      798.700     6199.418    12149.430
    1050.945      800.000     6229.418    12149.430
    1051.948      737.200     6590.414    12496.426
    1052.949      127.900     5408.820    11281.941
    1053.950      299.700     5938.312    11802.441
    1054.952      153.600     5874.977    11666.758
    1055.953      187.900     5038.965    11448.414
    1056.959      382.400     5499.543    11798.418
    1057.961      780.100     5682.312    12761.176
    1058.963      742.700     5664.117    11885.922
    1059.968      747.900     6280.711    18798.566
    1060.969      781.900     5576.711    11798.418
    1061.980      781.500     5926.812    12148.422
    1062.982      730.700     5852.008    12936.203
    1063.983      754.400     6289.758    18798.566
    1064.984      789.200     5939.758    18448.566
    1065.986      465.400     5511.656    11384.383
    1066.986      249.800     5720.324    11604.402
    1067.993      116.100     5928.344    11780.418
    1068.998      224.900     6148.355    12000.430
    1070.000      189.700     5970.348    11824.422
    1071.001      118.800     5876.512    12039.410
    1072.002      223.700     5616.078    11953.324
    1073.007      442.900     6160.711    19017.477
    1074.010      780.900     6273.816    12542.336
    1075.014      745.200     6343.863    13330.086
    1076.017      761.000     6868.895    19367.477
    1077.018      779.200     6167.391    12717.348
    1078.025      779.700     6123.617    12303.328
    1079.029      730.800     6451.359    13505.113
    1080.033      752.900     6828.492    19303.477
    1081.034      788.400     6478.492    18953.477
    1082.035      431.600     5733.113    11658.840
    1083.036      253.700     5902.715    11790.852
    1084.037      135.900     6212.953    12098.871
    1085.038      207.900     6212.957    12098.871
    1086.039      211.700     5974.949    11878.859
    1087.040      150.900     5099.289    10982.945
    1088.041      146.800     5106.965    10982.945
    1089.045      198.200     5497.477    11409.043
    1090.046      236.800     5107.383    10982.945
    1091.047      128.900     5295.383    11246.949
    1092.048       99.900     5371.383    11246.949
    1093.049       99.900     5371.383    11246.949
    1094.050       99.900     5371.383    11246.949
    1095.051       99.900     5371.383    11246.949
    1096.052      148.800     5109.254    10982.945
    1097.053      124.900     5137.445    10982.945
    1098.060      267.100     5229.270    11063.145
    1099.061      672.400     5229.270    11063.145
    1100.062      692.200     5229.270    11063.145
    1101.069      672.300     5229.270    11063.145
    1102.070      687.600     5229.270    11063.145
    1103.079      677.700     5229.270    11063.145
    1104.080      675.500     5229.270    11063.145
    1105.082      679.400     5229.270    11063.145
    1106.095      676.300     5229.270    11063.145
    1107.096      689.300     5229.270    11063.145
    1108.097      684.400     5229.270    11063.145
    1109.105      686.400     5229.270    11063.145
    1110.109      670.300     5229.270    11063.145
    1111.110      668.400     5229.270    11063.145
    1112.111      669.400     5229.270    11063.145
    1113.112      672.300     5229.270    11063.145
    1114.113      676.400     5229.270    11063.145
    1115.114      679.200     5229.270    11063.145
    1116.117      671.800     5229.270    11063.145
    1117.118      667.500     5229.270    11063.145
    1118.119      660.200     5230.145    11063.145
    1119.126      666.600     5230.145    11063.145
    1120.127      663.200     5230.145    11063.145
    1121.128      675.300     5230.145    11063.145
    1122.129      665.400     5230.145    11063.145
    1123.130      379.600     5305.512    11126.301
    1124.137      197.600     5564.465    13302.383
    1125.138      792.200     6922.109    33510.371
    1126.139      785.200     6396.441    12300.668
    1127.145      766.000     6542.809    15846.422
    1128.145      690.500     7676.809    41190.383
    1129.146      793.100     6496.809    33510.371
    1130.148      667.100     5537.395    11318.305
    1131.150       99.800     5537.395    11318.305
    1132.156      108.300     5718.559    11540.625
    1133.157      236.700     6436.184    12361.641
    1134.158      110.900     5682.141    11459.125
    1135.159      429.600     6113.980    11969.391
    1136.162      506.600     6118.664    11969.391
    1137.163      640.700     6136.324    11969.391
    1138.165      760.000     6143.949    11969.391
    1139.168      755.000     6144.074    11969.391
    1140.169      759.500     6144.074    11969.391
    1141.170      762.400     6144.074    11969.391
    1142.170      757.700     6144.074    11969.391
    1143.175      239.800     6067.754    11922.039
    1144.176      782.400     6067.754    11922.039
    1145.177      779.000     6067.754    11922.039
    1146.178      673.400     6148.777    11969.391
    1147.184      521.800     6149.020    11969.391
    1148.185      645.500     6151.457    11969.391
    1149.187      755.400     6153.957    11969.391
    1150.188      758.400     6154.582    11969.391
    1151.189      760.900     6154.582    11969.391
    1152.195      757.500     6154.582    11969.391
    1153.198      767.700     6154.582    11969.391
    1154.199      763.400     6154.582    11969.391
    1155.200      759.200     6154.582    11969.391
    1156.203      227.300     6073.645    11922.039
    1157.204      784.300     6073.645    11922.039
    1158.205      475.600     6125.930    11940.320
    1159.206      514.500     6204.129    11940.320
    1160.207      432.600     6716.020    16573.730
    1161.208       99.900     7763.023    17077.734
    1162.209       99.900     7315.031    16573.730
    1163.213      474.100     7606.656    23760.289
    1164.214      786.600     7771.605    17929.281
    1165.216      708.200     8406.148    18496.289
    1166.223      780.100     7713.141    17803.277
    1167.224      561.300     7464.359    17077.734
    1168.226       98.900     7536.359    17077.734
    1169.227      100.900     7074.113    16573.730
    1170.234      641.100     8492.051    31915.309
    1171.235      780.100     8510.719    18307.523
    1172.240      704.300     8913.816    36955.320
    1173.242      794.100     8781.820    31915.309
    1174.243      413.600     7812.258    17077.734
    1175.244       99.900     7900.258    17077.734
    1176.252      134.900     8339.094    23760.289
    1177.253      794.100     9277.090    31915.309
    1178.254      763.100     9255.023    20513.359
    1179.254      721.500     9886.238    37019.320
    1180.259      787.400     8876.234    17867.277
    1181.260      233.700     8274.762    17141.734
    1182.261      100.900     8360.762    17141.734
    1183.267      324.200     9115.352    23824.289
    1184.268      790.400     9525.070    19757.340
    1185.271      764.000     9642.094    20387.359
    1186.273      726.100    10398.098    37019.320
    1187.273      702.500     8712.469    17141.734
    1188.275       99.900     8798.469    17141.734
    1189.275      100.900     8864.469    17141.734
    1190.279      530.700     9765.094    17803.277
    1191.280      786.600     9964.082    18276.996
    1192.289      702.900    10495.098    18559.285
    1193.290      790.000     9957.094    31915.309
    1194.292      500.400     9039.445    16573.730
    1195.293       99.900     9095.441    17077.734
    1196.295       99.900     9301.945    17014.738
    1197.299      716.100    10677.113    31915.309
    1198.299      773.600    10361.117    18055.285
    1199.305      710.100    11051.113    36955.320
    1200.305      792.700    10713.117    31915.309
    1201.306      333.800     9897.512    17077.734
    1202.307       99.900     9981.512    17077.734
    1203.312      197.000    10297.121    23760.289
    1204.319      795.500    11155.133    31915.309
    1205.320      762.100    11029.133    20449.359
    1206.321      724.400    11659.133    36955.320
    1207.322      793.400    10867.637    18023.781
    1208.323      146.800    10259.531    17077.734
    1209.324       99.900    10377.531    17077.734
    1210.330      409.600    10975.195    23760.289
    1211.331      790.400    11297.617    19693.340
    1212.332      765.200    11400.742    20323.359
    1213.333      724.300    12156.742    36955.320
    1214.334      789.100    10861.242    17519.777
    1215.335      134.900    10835.438    16894.527
    1216.336      161.900    11021.348    16974.727
    1217.337      162.900    10949.055    16974.727
    1218.338      160.800    10885.121    16974.727
    1219.339      163.900    11125.137    17066.945
    1220.340       99.900    10838.371    16780.238
    1221.341      162.800    11096.074    17037.883
    1222.342      162.800    11136.199    17101.039
    1223.343      163.800    11121.434    17917.023
    1224.344       99.900    11829.277    18611.711
    1225.345      122.900     5137.824    11046.102
    1226.347      117.900     5137.824    11046.102
    1227.348      165.800     5142.879    11046.102
    1228.349      108.900     5521.754    11425.027
    1229.349       99.900     5521.754    11425.027
    1230.351       99.900     5521.754    11425.027
    1231.352       99.900     5521.754    11425.027
    1232.353       99.900     5521.754    11425.027
    1233.353       99.900     5521.754    11425.027
    1234.355      203.800     5147.645    11046.102
    1235.355       99.900     5279.895    11172.410
    1236.357      175.800     5401.047    11172.414
    1237.358      202.800     5417.105    11172.414
    1238.358      232.800     5418.230    11172.414
    1239.359      263.700     5419.105    11172.414
    1240.360      274.700     5419.105    11172.414
    1241.361      348.600     5425.793    11172.414
    1242.366      579.500     5430.918    11172.414
    1243.366      585.600     5430.918    11172.414
    1244.368      589.300     5430.918    11172.414
    1245.380      583.000     5430.918    11172.414
    1246.381      584.400     5430.918    11172.414
    1247.381      589.500     5430.918    11172.414
    1248.383      584.900     5430.918    11172.414
    1249.394      581.000     5430.918    11172.414
    1250.396      599.800     5454.008    11172.414
    1251.397      707.400     5489.977    11172.414
    1252.398      710.300     5489.977    11172.414
    1253.398      716.500     5489.977    11172.414
    1254.399      722.300     5489.977    11172.414
    1255.400      720.300     5489.977    11172.414
    1256.402      723.200     5489.977    11172.414
    1257.403      721.300     5489.977    11172.414
    1258.404      718.300     5489.977    11172.414
    1259.405      726.300     5489.977    11172.414
    1260.406      659.400     5489.977    11172.414
    1261.407      123.900     5433.254    11109.258
    1262.408      120.900     5319.980    10982.945
    1263.414      184.900     5448.812    11158.953
    1264.420      245.600     5529.371    11197.258
    1265.421      183.800     5831.465    11535.352
    1266.422      277.800     5324.562    10982.945
    1267.423       99.900     6572.504    12223.070
    1268.431      253.000     6372.551    12014.504
    1269.435      670.500     6373.176    12014.504
    1270.436      673.100     6373.176    12014.504
    1271.444      679.500     6373.176    12014.504
    1272.445      670.300     6373.176    12014.504
    1273.446      669.500     6373.176    12014.504
    1274.448      677.700     6373.176    12014.504
    1275.453      673.500     6373.176    12014.504
    1276.454      676.500     6373.176    12014.504
    1277.455      667.400     6373.176    12014.504
    1278.456      654.200     6373.176    12014.504
    1279.459      672.000     6373.176    12014.504
    1280.460      661.500     6373.176    12014.504
    1281.463      668.800     6373.176    12014.504
    1282.464      657.500     6373.426    12014.504
    1283.469      660.700     6373.426    12014.504
    1284.470      656.100     6373.426    12014.504
    1285.475      656.700     6373.426    12014.504
    1286.477      656.600     6373.426    12014.504
    1287.478      255.800     5766.887    11894.742
    1288.486      699.200     6319.621    13501.895
    1289.487      752.400     6393.898    19351.457
    1290.490      377.800     6582.895    12558.629
    1291.491      306.800     6627.363    12602.633
    1292.492      563.300     6634.156    12602.633
    1293.493      669.400     6661.461    12602.633
    1294.501      759.900     6663.961    12602.633
    1295.502      758.400     6664.086    12602.633
    1296.503      754.100     6664.336    12602.633
    1297.506      420.700     6635.855    12575.543
    1298.507      768.200     6691.113    12622.547
    1299.508      479.300     6691.605    12622.547
    1300.511      683.100     6693.594    12622.547
    1301.516      760.400     6697.469    12622.547
    1302.517      759.100     6700.062    12622.547
    1303.518      762.400     6700.438    12622.547
    1304.519      760.200     6700.438    12622.547
    1305.520      407.600     6645.625    12575.543
    1306.521      701.500     7011.262    12928.555
    1307.522      523.300     7057.285    12928.555
    1308.523      516.500     7057.285    12928.555
    1309.530      591.900     7152.930    13019.305
    1310.532      489.100     7353.422    13229.684
    1311.536      581.700     7480.574    13344.434
    1312.537      554.300     7346.824    13210.559
    1313.546      486.600     7366.008    13229.684
    1314.547      532.300     7480.660    13344.434
    1315.550      552.500     7404.293    13267.934
    1316.554      529.800     7480.559    13344.434
    1317.555      490.600     7480.559    13344.434
    1318.559      585.600     7346.918    13210.559
    1319.560      540.600     7480.637    13344.434
    1320.561      479.200     7480.637    13344.434
    1321.563      546.200     7404.371    13267.934
    1322.566      526.400     7480.480    13344.434
    1323.567      536.600     7348.590    13344.434
    1324.575      495.800     7357.125    13229.684
    1325.576      571.600     7482.293    13344.434
    1326.577      554.600     7405.977    13267.934
    1327.578      476.400     7405.977    13267.934
    1328.579      563.400     7482.008    13344.434
    1329.581      506.900     7348.367    13210.559
    1330.582      533.600     7444.062    13306.184
    1331.583      482.500     7482.168    13344.434
    1332.584      597.600     7405.797    13267.934
    1333.590      537.500     7483.059    13344.434
    1334.593      495.600     7483.059    13344.434
    1335.596      569.400     7349.418    13210.559
    1336.597      546.300     7483.305    13344.434
    1337.598      489.600     7483.305    13344.434
    1338.599      715.200     8028.441    13937.945
    1339.600      745.400     7494.055    13319.555
    1340.601      257.700     7617.051    13428.555
    1341.602      100.900     7617.051    13428.555
    1342.603       98.800     7617.051    13428.555
    1343.605      100.800     7617.051    13428.555
    1344.606       98.900     7617.051    13428.555
    1345.608      100.900     7617.051    13428.555
    1346.609       98.900     7617.051    13428.555
    1347.610      100.900     7617.051    13428.555
    1348.611      111.900     6533.266    12938.863
    1349.612      171.800     6238.773    12021.500
    1350.616      302.800     7353.914    15789.914
    1351.617      795.900     9113.922    36824.660
    1352.620      796.700     8191.738    15410.254
    1353.621      788.500     7291.133    13132.086
    1354.629      714.700     7204.645    13360.121
    1355.637      579.600     7922.129    16777.328
    1356.638      796.200     7618.379    16169.805
    1357.639      220.700     8069.918    13891.469
    1358.643      729.200     9359.172    38039.660
    1359.644      798.200    10352.176    38039.660
    1360.648      798.800    10352.176    38039.660
    1361.652      792.000     9137.176    36824.660
    1362.652      794.700     6778.703    12600.520
    1363.653      159.900     7125.828    12947.426
    1364.654      331.600     6572.602    12514.289
    1365.665      404.600     7941.691    18349.602
    1366.666      791.300     9490.012    37334.039
    1367.667      791.000     8568.945    17438.559
    1368.668      790.300     8692.695    15008.562
    1369.669      609.200     8862.109    14799.523
    1370.675      693.000     9226.789    18197.957
    1371.676      705.300     9374.684    15312.098
    1372.677      240.700     9526.602    15463.965
    1373.684      789.500    10745.605    38549.039
    1374.686      798.200    10745.605    38549.039
    1375.687      792.400     8699.602    37334.039
    1376.688      799.200     9530.605    37334.039
    1377.689      420.600     7089.266    13466.523
    1378.689      332.700     7033.270    13510.527
    1379.690      324.700     6944.594    12859.840
    1380.698      198.600     7425.281    13336.527
    1381.698      258.800     7348.285    13598.535
    1382.700      333.600     6683.348    14413.191
    1383.701      120.900     8603.449    14436.871
    1384.702      126.900     8603.449    14436.871
    1385.703      126.900     8603.449    14436.871
    1386.704      129.900     8603.449    14436.871
    1387.705      113.900    11199.895    17284.539
    1388.713      349.100    11996.039    36157.328
    1389.714      796.400    12238.039    36157.328
    1390.718      793.900    13453.141    41624.848
    1391.719      790.000    11786.969    20818.117
    1392.720      789.300    11539.305    18160.309
    1393.721      568.500    11739.551    17951.270
    1394.724      727.800    12332.211    21577.516
    1395.725      775.100    12140.891    18691.656
    1396.736      192.900    12474.855    19451.027
    1397.737      781.300    14283.602    42839.848
    1398.741      798.800    14762.605    42839.848
    1399.742      797.200    14762.605    42839.848
    1400.742      792.400    13547.352    41624.848
    1401.743      794.600    13257.832    20704.031
    1402.745      292.500     9062.984    15210.410
    1403.746       99.900     9062.984    15210.410
    1404.753      136.100     9685.676    15816.566
    1405.754      315.700     9549.922    16078.574
    1406.755      354.700     9488.176    16122.578
    1407.757      326.600     9274.160    15342.547
    1408.762      226.700     9858.438    15948.578
    1409.764      215.700     9735.438    16210.586
    1410.765      332.700     9670.438    16254.590
    1411.766      322.700     9489.012    15557.238
    1412.767      313.500    10012.449    16080.590
    1413.769      135.800    10022.453    16342.598
    1414.770      336.700     9838.449    16386.602
    1415.771      336.700     9776.703    16430.605
    1416.771      319.700     9582.688    15650.574
    1417.775      175.300    10142.965    16256.605
    1418.776      264.700     9995.961    16518.613
    1419.778      333.500     9954.965    16562.617
    1420.779      322.800     9714.891    15782.586
    1421.785      266.400    10306.977    16388.617
    1422.785      182.900    10227.977    16650.625
    1423.787      331.600    10128.977    16694.629
    1424.788      334.700    10068.980    16738.633
    1425.789      321.700    10020.301    16087.945
    1426.798      145.700    10434.992    16564.633
    1427.799      320.800    10292.988    16826.641
    1428.800      338.600    10226.992    16870.645
    1429.801      321.700    10022.977    16090.613
    1430.809      188.500    10587.004    16696.645
    1431.810      257.700    10436.000    16958.652
    1432.811      331.600    10401.004    17002.656
    1433.812      323.700    10154.934    16222.625
    1434.817      257.700    10745.016    16828.656
    1435.818      191.800    10652.016    17090.664
    1436.819      310.700    10444.730    18466.641
    1437.821      100.800    10862.730    18466.641
    1438.823       99.800    11214.730    18466.641
    1439.824       99.900    11654.730    18466.641
    1440.825      100.900    12006.730    18466.641
    1441.826       99.900    12358.730    18466.641
    1442.827       98.900    13524.734    20710.645
    1443.828      100.900    12756.746    18818.656
    1444.829       98.900    12752.758    18774.652
    1445.830       99.900    11094.770    17146.672
    1446.831      100.900    10948.758    16970.652
    1447.832      108.900     7006.852    13631.320
    1448.833      131.900     7073.324    13073.266
    1449.837      571.600     7473.453    13463.965
    1450.838      671.400     7473.453    13463.965
    1451.843      670.500     7473.453    13463.965
    1452.846      667.200     7473.453    13463.965
    1453.849      674.800     7473.453    13463.965
    1454.850      663.500     7473.453    13463.965
    1455.851      664.300     7473.453    13463.965
    1456.857      674.900     7473.453    13463.965
    1457.858      659.300     7473.453    13463.965
    1458.859      663.300     7473.453    13463.965
    1459.862      662.900     7473.453    13463.965
    1460.863      657.600     7473.453    13463.965
    1461.867      655.300     7473.453    13463.965
    1462.868      664.200     7473.703    13463.965
    1463.869      649.500     7473.703    13463.965
    1464.870      653.300     7473.703    13463.965
    1465.876      661.700     7473.703    13463.965
    1466.877      650.500     7649.965    13639.980
    1467.884      266.100     7924.934    13964.340
    1468.885      503.400     7973.328    14008.344
    1469.886      669.500     7975.953    14008.344
    1470.886      674.700     7976.578    14008.344
    1471.887      677.500     7977.828    14008.344
    1472.895      689.300     8079.824    14103.352
    1473.897      691.500     8003.000    14008.344
    1474.898      754.600     8003.250    14008.344
    1475.905      752.500     8003.750    14008.344
    1476.906      744.200     8055.480    14059.348
    1477.910      443.400     7949.473    13961.340
    1478.923      617.000     8006.527    14008.344
    1479.925      696.400     8006.527    14008.344
    1480.926      693.200     8006.527    14008.344
    1481.927      681.500     8101.680    14103.352
    1482.928      727.200     8007.301    14008.344
    1483.929      762.300     8007.676    14008.344
    1484.938      754.100     8007.676    14008.344
    1485.944      751.600     8007.926    14008.344
    1486.944      754.700     8010.676    14008.344
    1487.945      431.700     7955.961    13961.340
    1488.946      610.400     8323.492    14314.352
    1489.949      538.300     8370.707    14314.352
    1490.950      498.600     8370.707    14314.352
    1491.956      591.600     8565.242    14502.520
    1492.959      555.200     8767.180    14693.770
    1493.962      557.300     8633.430    14559.895
    1494.963      561.500     8767.031    14693.770
    1495.962      566.400     8690.656    14617.270
    1496.963      555.400     8766.957    14693.770
    1497.966      553.400     8633.207    14559.895
    1498.967      555.500     8767.031    14693.770
    1499.968      557.500     8690.730    14617.270
    1500.972      558.600     8766.957    14693.770
    1501.973      561.600     8633.281    14559.895
    1502.974      549.400     8767.059    14693.770
    1503.975      556.400     8690.730    14617.270
    1504.980      572.100     8976.332    14999.777
    1505.981      761.300     8798.695    14695.012
    1506.982      486.500     8919.691    14797.012
    1507.983       99.900     8919.691    14797.012
    1508.984       99.900     8919.809    14797.012
    1509.985       99.900     8919.809    14797.012
    1510.986      111.900     7827.359    14304.656
    1511.987      173.800     7978.391    14304.656
    1512.988      186.900     7965.988    13803.078
    1513.996      428.600     9063.375    19590.906
    1514.997      793.200    10541.383    38575.344
    1516.001      793.000     9710.250    18679.863
    1517.002      791.300     9764.594    16249.867
    1518.003      671.100     9907.941    16040.828
    1519.005      619.700    10272.680    19439.262
    1520.010      792.500     9661.078    15794.020
    1521.019      152.700     9947.344    16401.523
    1522.022      789.700    11791.594    39790.344
    1523.026      799.000    11791.594    39790.344
    1524.027      792.100     9449.590    38575.344
    1525.028      799.200    10576.590    38575.344
    1526.032      495.500     8326.320    14823.531
    1527.033      330.600     8318.824    14867.535
    1528.034      327.700     8350.828    14911.539
    1529.035      329.700     8362.832    14955.543
    1530.036      321.700     8194.977    14128.848
    1531.037      122.900     9802.633    15725.660
    1532.038      125.900     9802.629    15725.660
    1533.039      126.900     9802.664    15725.660
    1534.040      126.900     9802.699    15725.660
    1535.041      123.900     9900.719    16674.883
    1536.042      100.900    12653.188    18637.359
    1537.049      787.500    13896.660    37469.922
    1538.050      795.200    15111.664    42937.441
    1539.051      795.300    13998.594    21523.035
    1540.051      783.700    13596.520    22282.586
    1541.054      708.800    13255.199    19472.902
    1542.055      576.400    13993.559    22890.109
    1543.056      795.500    13689.754    22282.586
    1544.057      286.700    14141.434    20004.250
    1545.058      681.400    16419.602    23497.371
    1546.064      794.200    16423.605    44152.441
    1547.068      800.000    16423.605    44152.441
    1548.069      792.200    15190.602    42937.441
    1549.070      796.800    14041.602    22016.625
    1550.072      378.400    10724.113    16523.004
    1551.073      100.900    10724.113    16523.004
    1552.083      203.000    11335.227    17169.680
    1553.084      264.700    11353.484    17213.684
    1554.085      321.700    11306.488    17475.691
    1555.086      330.700    11266.488    17519.695
    1556.087      331.600    11277.492    17563.699
    1557.088      320.700    11271.496    17607.703
    1558.089      326.700    11257.500    17651.707
    1559.090      316.700    11073.250    16871.676
    1560.092      323.600    11029.484    16827.676
    1561.092      326.800    11290.828    17089.027
    1562.097      281.800    11765.520    17565.715
    1563.098      260.700    11777.520    17609.719
    1564.104      255.500    11793.527    17653.723
    1565.105      308.700    11778.527    17915.730
    1566.106      326.700    11724.531    17959.734
    1567.107      325.600    11735.531    18003.738
    1568.108      329.700    11723.535    18047.742
    1569.109      329.700    11707.539    18091.746
    1570.109      330.800    11513.312    17311.715
    1571.111      322.500    11469.523    17267.715
    1572.112      332.500    11730.867    17529.066
    1573.116      262.900    12189.559    18005.754
    1574.117      249.700    12205.562    18049.758
    1575.118      266.800    12360.566    18158.762
    1576.120      328.600    12198.566    18355.770
    1577.121      331.700    12146.566    18399.773
    1578.122      335.700    12157.570    18443.777
    1579.123      309.600    11994.875    19819.758
    1580.124       99.900    12360.875    19819.758
    1581.124      100.900    12730.875    19819.758
    1582.126       98.900    13140.875    19819.758
    1583.127       99.900    13506.875    19819.758
    1584.128       99.900    13874.875    19819.758
    1585.128       99.900    14274.875    20039.754
    1586.130       99.900    14364.895    20127.766
    1587.131      100.900    14364.895    20127.766
